method,seed,sample_index,true_class,original_class,counterfactual_class,time_seconds,num_grad_updates_used,EN,IM1,IM2,is_satisfactory
A,42,1780,1,1,1,2.2522154999896884,500,0.020492428429133725,1.0,0.5379564762115479,0
B,42,1780,1,1,1,2.8319409000105225,500,14.47478199005127,0.9999999403953552,0.6117549538612366,0
C,42,1780,1,1,1,2.55555569997523,500,11.418560218811034,1.0,0.4536682963371277,0
D,42,1780,1,1,1,3.0899809999973513,500,18.789310455322266,0.9999999403953552,0.5059186816215515,0
E,42,1780,1,1,1,1.985523600014858,500,11.268113040924073,1.0,0.4574376344680786,0
F,42,1780,1,1,1,2.560393799969461,500,18.83549518585205,0.9999999403953552,0.5044218301773071,0
A,43,1780,1,1,1,2.132274999981746,500,0.020492428429133725,1.0,0.5379564762115479,0
B,43,1780,1,1,1,2.8128896999987774,500,14.47478199005127,0.9999999403953552,0.6117549538612366,0
C,43,1780,1,1,1,2.5780526000307873,500,11.418560218811034,1.0,0.4536682963371277,0
D,43,1780,1,1,1,3.065752100024838,500,18.789310455322266,0.9999999403953552,0.5059186816215515,0
E,43,1780,1,1,1,1.9632802999694832,500,11.268113040924073,1.0,0.4574376344680786,0
F,43,1780,1,1,1,2.5807490999577567,500,18.83549518585205,0.9999999403953552,0.5044218301773071,0
A,44,1780,1,1,1,2.1184356999583542,500,0.020492428429133725,1.0,0.5379564762115479,0
B,44,1780,1,1,1,2.787248399981763,500,14.47478199005127,0.9999999403953552,0.6117549538612366,0
C,44,1780,1,1,1,2.571118700027,500,11.418560218811034,1.0,0.4536682963371277,0
D,44,1780,1,1,1,3.095947800029535,500,18.789310455322266,0.9999999403953552,0.5059186816215515,0
E,44,1780,1,1,1,2.0054170000366867,500,11.268113040924073,1.0,0.4574376344680786,0
F,44,1780,1,1,1,2.6319106000009924,500,18.83549518585205,0.9999999403953552,0.5044218301773071,0
A,42,4491,1,1,1,2.1881121000042185,500,0.02285162481130101,1.0,0.5608850121498108,0
B,42,4491,1,1,1,2.783321299997624,500,21.151244354248046,0.9999999403953552,0.4963633418083191,0
C,42,4491,1,1,1,2.5613332000211813,500,17.234215927124023,0.9999999403953552,0.3285655081272125,0
D,42,4491,1,1,3,0.8047053000191227,131,21.31464500427246,0.1918196976184845,0.040724966675043106,1
E,42,4491,1,1,1,1.9971337000024505,500,17.127384376525878,0.9999999403953552,0.3290335536003113,0
F,42,4491,1,1,3,0.7061399999656714,135,21.425632858276366,0.19059757888317108,0.0410059429705143,1
A,43,4491,1,1,1,2.201777199981734,500,0.02285162481130101,1.0,0.5608850121498108,0
B,43,4491,1,1,1,2.8263295999495313,500,21.151244354248046,0.9999999403953552,0.4963633418083191,0
C,43,4491,1,1,1,2.563222799974028,500,17.234215927124023,0.9999999403953552,0.3285655081272125,0
D,43,4491,1,1,3,0.7882467999588698,131,21.31464500427246,0.1918196976184845,0.040724966675043106,1
E,43,4491,1,1,1,2.0395302000106312,500,17.127384376525878,0.9999999403953552,0.3290335536003113,0
F,43,4491,1,1,3,0.719988500000909,135,21.425632858276366,0.19059757888317108,0.0410059429705143,1
A,44,4491,1,1,1,2.1594132999889553,500,0.02285162481130101,1.0,0.5608850121498108,0
B,44,4491,1,1,1,2.810289599990938,500,21.151244354248046,0.9999999403953552,0.4963633418083191,0
C,44,4491,1,1,1,2.609899199975189,500,17.234215927124023,0.9999999403953552,0.3285655081272125,0
D,44,4491,1,1,3,0.8103465000167489,131,21.31464500427246,0.1918196976184845,0.040724966675043106,1
E,44,4491,1,1,1,1.963968699972611,500,17.127384376525878,0.9999999403953552,0.3290335536003113,0
F,44,4491,1,1,3,0.7097569000325166,135,21.425632858276366,0.19059757888317108,0.0410059429705143,1
A,42,4931,1,1,1,2.136261400009971,500,0.021649047589744442,1.0,0.6954571008682251,0
B,42,4931,1,1,1,2.7525540000060573,500,7.923080348968506,1.0,0.6526634097099304,0
C,42,4931,1,1,1,2.577129299985245,500,10.74521312713623,1.0,0.5344661474227905,0
D,42,4931,1,1,1,3.1001625999924727,500,13.07732925415039,1.0,0.5820664763450623,0
E,42,4931,1,1,1,1.9604277999605983,500,10.647855949401855,1.0,0.535094678401947,0
F,42,4931,1,1,1,2.5469988000113517,500,13.153751945495605,1.0,0.5810925960540771,0
A,43,4931,1,1,1,2.262379099964164,500,0.021649047589744442,1.0,0.6954571008682251,0
B,43,4931,1,1,1,2.7988170000026003,500,7.923080348968506,1.0,0.6526634097099304,0
C,43,4931,1,1,1,2.588380299974233,500,10.74521312713623,1.0,0.5344661474227905,0
D,43,4931,1,1,1,3.0718829999677837,500,13.07732925415039,1.0,0.5820664763450623,0
E,43,4931,1,1,1,2.041475000034552,500,10.647855949401855,1.0,0.535094678401947,0
F,43,4931,1,1,1,2.603190800000448,500,13.153751945495605,1.0,0.5810925960540771,0
A,44,4931,1,1,1,2.2401063999859616,500,0.021649047589744442,1.0,0.6954571008682251,0
B,44,4931,1,1,1,2.9662134000100195,500,7.923080348968506,1.0,0.6526634097099304,0
C,44,4931,1,1,1,2.566802400047891,500,10.74521312713623,1.0,0.5344661474227905,0
D,44,4931,1,1,1,3.0786254999693483,500,13.07732925415039,1.0,0.5820664763450623,0
E,44,4931,1,1,1,2.0198407000279985,500,10.647855949401855,1.0,0.535094678401947,0
F,44,4931,1,1,1,2.6210684000398032,500,13.153751945495605,1.0,0.5810925960540771,0
A,42,5453,1,1,1,2.199241800000891,500,0.02042444452090422,1.0,0.6420706510543823,0
B,42,5453,1,1,1,2.8073981000343338,500,19.27923755645752,1.0,0.5609748363494873,0
C,42,5453,1,1,1,2.601378299994394,500,9.243112277984618,1.0,0.5764870643615723,0
D,42,5453,1,1,1,3.0458619999699295,500,18.579267692565917,1.0,0.6069213151931763,0
E,42,5453,1,1,1,1.985907100024633,500,9.878284740447999,1.0,0.5734999775886536,0
F,42,5453,1,1,1,2.5930059000384063,500,18.560498046875,1.0,0.6070764660835266,0
A,43,5453,1,1,1,2.1857031999970786,500,0.02042444452090422,1.0,0.6420706510543823,0
B,43,5453,1,1,1,2.7487749999854714,500,19.27923755645752,1.0,0.5609748363494873,0
C,43,5453,1,1,1,2.5705031999968924,500,9.243112277984618,1.0,0.5764870643615723,0
D,43,5453,1,1,1,3.0445294000091963,500,18.579267692565917,1.0,0.6069213151931763,0
E,43,5453,1,1,1,2.0046933000558056,500,9.878284740447999,1.0,0.5734999775886536,0
F,43,5453,1,1,1,2.591399699973408,500,18.560498046875,1.0,0.6070764660835266,0
A,44,5453,1,1,1,2.198856200033333,500,0.02042444452090422,1.0,0.6420706510543823,0
B,44,5453,1,1,1,2.9482055000262335,500,19.27923755645752,1.0,0.5609748363494873,0
C,44,5453,1,1,1,2.6633396000252105,500,9.243112277984618,1.0,0.5764870643615723,0
D,44,5453,1,1,1,3.2440099000232294,500,18.579267692565917,1.0,0.6069213151931763,0
E,44,5453,1,1,1,2.069237300020177,500,9.878284740447999,1.0,0.5734999775886536,0
F,44,5453,1,1,1,2.8322408000240102,500,18.560498046875,1.0,0.6070764660835266,0
A,42,9274,1,1,1,2.141405100002885,500,0.02239945262554102,1.0,0.6634884476661682,0
B,42,9274,1,1,1,2.784907600027509,500,9.69144639968872,1.0,0.6192464232444763,0
C,42,9274,1,1,1,2.562827899993863,500,15.070230293273926,1.0,0.5174984335899353,0
D,42,9274,1,1,1,3.0584982000291348,500,18.520131492614745,1.0,0.5743669271469116,0
E,42,9274,1,1,1,1.988027899991721,500,15.310568618774415,1.0,0.5140209197998047,0
F,42,9274,1,1,1,2.5630188999930397,500,18.67641124725342,1.0,0.5732985138893127,0
A,43,9274,1,1,1,2.1676317999954335,500,0.02239945262554102,1.0,0.6634884476661682,0
B,43,9274,1,1,1,2.8446063000010327,500,9.69144639968872,1.0,0.6192464232444763,0
C,43,9274,1,1,1,2.593300900014583,500,15.070230293273926,1.0,0.5174984335899353,0
D,43,9274,1,1,1,3.127390799985733,500,18.520131492614745,1.0,0.5743669271469116,0
E,43,9274,1,1,1,2.0928497000131756,500,15.310568618774415,1.0,0.5140209197998047,0
F,43,9274,1,1,1,2.602047600026708,500,18.67641124725342,1.0,0.5732985138893127,0
A,44,9274,1,1,1,2.1289922999567352,500,0.02239945262554102,1.0,0.6634884476661682,0
B,44,9274,1,1,1,2.767087900021579,500,9.69144639968872,1.0,0.6192464232444763,0
C,44,9274,1,1,1,2.5768734000157565,500,15.070230293273926,1.0,0.5174984335899353,0
D,44,9274,1,1,1,3.0603544000186957,500,18.520131492614745,1.0,0.5743669271469116,0
E,44,9274,1,1,1,1.9838997999904677,500,15.310568618774415,1.0,0.5140209197998047,0
F,44,9274,1,1,1,2.565582200011704,500,18.67641124725342,1.0,0.5732985138893127,0
A,42,6878,2,2,2,2.1603818999719806,500,0.023983566131209957,0.9999998807907104,0.05917535722255707,0
B,42,6878,2,2,2,2.812232199998107,500,49.87369995117187,0.9999998211860657,0.046419013291597366,0
C,42,6878,2,2,6,0.20442750002257526,41,25.710107040405273,3.2453086376190186,0.5121444463729858,1
D,42,6878,2,2,6,0.2690713999909349,43,25.666272735595705,3.995959520339966,0.537247359752655,1
E,42,6878,2,2,6,0.19876679999288172,44,26.906272888183594,3.1976232528686523,0.5118900537490845,1
F,42,6878,2,2,6,0.2358704999787733,46,26.92440071105957,4.038393974304199,0.5374892354011536,1
A,43,6878,2,2,2,2.146770399995148,500,0.023983566131209957,0.9999998807907104,0.05917535722255707,0
B,43,6878,2,2,2,2.918162400019355,500,49.87369995117187,0.9999998211860657,0.046419013291597366,0
C,43,6878,2,2,6,0.21025760000338778,41,25.710107040405273,3.2453086376190186,0.5121444463729858,1
D,43,6878,2,2,6,0.26262329996097833,43,25.666272735595705,3.995959520339966,0.537247359752655,1
E,43,6878,2,2,6,0.20897159999003634,44,26.906272888183594,3.1976232528686523,0.5118900537490845,1
F,43,6878,2,2,6,0.2636371999979019,46,26.92440071105957,4.038393974304199,0.5374892354011536,1
A,44,6878,2,2,2,2.2788049000082538,500,0.023983566131209957,0.9999998807907104,0.05917535722255707,0
B,44,6878,2,2,2,2.8465540999895893,500,49.87369995117187,0.9999998211860657,0.046419013291597366,0
C,44,6878,2,2,6,0.20576640003127977,41,25.710107040405273,3.2453086376190186,0.5121444463729858,1
D,44,6878,2,2,6,0.26257879997137934,43,25.666272735595705,3.995959520339966,0.537247359752655,1
E,44,6878,2,2,6,0.18065889994613826,44,26.906272888183594,3.1976232528686523,0.5118900537490845,1
F,44,6878,2,2,6,0.2550485000247136,46,26.92440071105957,4.038393974304199,0.5374892354011536,1
A,42,7469,2,2,2,2.3052227000007406,500,0.02795603285485413,0.9999999403953552,0.08550328016281128,0
B,42,7469,2,2,2,2.885831899999175,500,48.86804275512695,0.9999998211860657,0.055330678820610046,0
C,42,7469,2,2,2,2.6470639999606647,500,27.77801933288574,0.9999999403953552,0.05948587879538536,0
D,42,7469,2,2,8,0.5679353000014089,92,30.478055953979492,1.3012624979019165,0.062025297433137894,1
E,42,7469,2,2,2,2.021018700033892,500,27.96466941833496,0.9999999403953552,0.059144746512174606,0
F,42,7469,2,2,3,0.5417088999529369,102,32.11992073059082,1.0133057832717896,0.0595671609044075,1
A,43,7469,2,2,2,2.1585605000145733,500,0.02795603285485413,0.9999999403953552,0.08550328016281128,0
B,43,7469,2,2,2,2.7936424000072293,500,48.86804275512695,0.9999998211860657,0.055330678820610046,0
C,43,7469,2,2,2,2.589993100031279,500,27.77801933288574,0.9999999403953552,0.05948587879538536,0
D,43,7469,2,2,8,0.57479450001847,92,30.478055953979492,1.3012624979019165,0.062025297433137894,1
E,43,7469,2,2,2,1.9868389000184834,500,27.96466941833496,0.9999999403953552,0.059144746512174606,0
F,43,7469,2,2,3,0.5211646999814548,102,32.11992073059082,1.0133057832717896,0.0595671609044075,1
A,44,7469,2,2,2,2.19696600001771,500,0.02795603285485413,0.9999999403953552,0.08550328016281128,0
B,44,7469,2,2,2,2.8047826999682,500,48.86804275512695,0.9999998211860657,0.055330678820610046,0
C,44,7469,2,2,2,2.566434999986086,500,27.77801933288574,0.9999999403953552,0.05948587879538536,0
D,44,7469,2,2,8,0.5588296999922022,92,30.478055953979492,1.3012624979019165,0.062025297433137894,1
E,44,7469,2,2,2,1.9681406000163406,500,27.96466941833496,0.9999999403953552,0.059144746512174606,0
F,44,7469,2,2,3,0.5598907000385225,102,32.11992073059082,1.0133057832717896,0.0595671609044075,1
A,42,2621,2,2,2,2.220347299997229,500,0.03860941560706124,0.9999999403953552,0.059551727026700974,0
B,42,2621,2,2,2,2.756122699996922,500,57.71623764038086,0.9999998211860657,0.03419337049126625,0
C,42,2621,2,2,2,2.5471346999984235,500,51.740658569335935,1.0,0.056102119386196136,0
D,42,2621,2,2,3,1.3172335000126623,213,61.201959228515626,1.0324914455413818,0.0481683723628521,1
E,42,2621,2,2,2,1.9769869999727234,500,51.72986755371094,1.0,0.05607068911194801,0
F,42,2621,2,2,3,1.1278455999563448,219,61.34768829345703,1.0320783853530884,0.048272743821144104,1
A,43,2621,2,2,2,2.175196700030938,500,0.03860941560706124,0.9999999403953552,0.059551727026700974,0
B,43,2621,2,2,2,2.7803209999692626,500,57.71623764038086,0.9999998211860657,0.03419337049126625,0
C,43,2621,2,2,2,2.598599100019783,500,51.740658569335935,1.0,0.056102119386196136,0
D,43,2621,2,2,3,1.3251752000069246,213,61.201959228515626,1.0324914455413818,0.0481683723628521,1
E,43,2621,2,2,2,2.051889199996367,500,51.72986755371094,1.0,0.05607068911194801,0
F,43,2621,2,2,3,1.1305704999831505,219,61.34768829345703,1.0320783853530884,0.048272743821144104,1
A,44,2621,2,2,2,2.1929176000412554,500,0.03860941560706124,0.9999999403953552,0.059551727026700974,0
B,44,2621,2,2,2,2.752892700023949,500,57.71623764038086,0.9999998211860657,0.03419337049126625,0
C,44,2621,2,2,2,2.659200399997644,500,51.740658569335935,1.0,0.056102119386196136,0
D,44,2621,2,2,3,1.4684559000306763,213,61.201959228515626,1.0324914455413818,0.0481683723628521,1
E,44,2621,2,2,2,2.1058248999761418,500,51.72986755371094,1.0,0.05607068911194801,0
F,44,2621,2,2,3,1.126420600048732,219,61.34768829345703,1.0320783853530884,0.048272743821144104,1
A,42,4384,2,2,2,2.1489123000064865,500,0.044632854196242994,0.9999999403953552,0.08298768848180771,0
B,42,4384,2,2,2,2.768055299995467,500,34.84208221435547,0.9999997615814209,0.04770003259181976,0
C,42,4384,2,2,3,0.3789111999794841,71,27.766057586669923,1.0270395278930664,0.05468621104955673,1
D,42,4384,2,2,3,0.3214915000135079,54,23.07015151977539,0.9926482439041138,0.05484894663095474,1
E,42,4384,2,2,3,0.30403710005339235,72,27.766845703125,1.0290583372116089,0.05471319705247879,1
F,42,4384,2,2,3,0.2710469999583438,53,22.772297668457032,0.9927191138267517,0.05523529648780823,1
A,43,4384,2,2,2,2.147398000000976,500,0.044632854196242994,0.9999999403953552,0.08298768848180771,0
B,43,4384,2,2,2,2.8052383000031114,500,34.84208221435547,0.9999997615814209,0.04770003259181976,0
C,43,4384,2,2,3,0.36284519999753684,71,27.766057586669923,1.0270395278930664,0.05468621104955673,1
D,43,4384,2,2,3,0.3676652000285685,54,23.07015151977539,0.9926482439041138,0.05484894663095474,1
E,43,4384,2,2,3,0.3057351000024937,72,27.766845703125,1.0290583372116089,0.05471319705247879,1
F,43,4384,2,2,3,0.2728147999732755,53,22.772297668457032,0.9927191138267517,0.05523529648780823,1
A,44,4384,2,2,2,2.125723500037566,500,0.044632854196242994,0.9999999403953552,0.08298768848180771,0
B,44,4384,2,2,2,2.7993980000028387,500,34.84208221435547,0.9999997615814209,0.04770003259181976,0
C,44,4384,2,2,3,0.376135999977123,71,27.766057586669923,1.0270395278930664,0.05468621104955673,1
D,44,4384,2,2,3,0.3581188000389375,54,23.07015151977539,0.9926482439041138,0.05484894663095474,1
E,44,4384,2,2,3,0.2900734000140801,72,27.766845703125,1.0290583372116089,0.05471319705247879,1
F,44,4384,2,2,3,0.2833669999963604,53,22.772297668457032,0.9927191138267517,0.05523529648780823,1
A,42,3489,2,2,2,2.1645772000192665,500,0.029572809545788916,0.9999999403953552,0.07066461443901062,0
B,42,3489,2,2,2,2.7998430999577977,500,40.19508819580078,0.9999997615814209,0.033982276916503906,0
C,42,3489,2,2,2,2.597761899989564,500,37.11607055664062,0.9999998807907104,0.06097160279750824,0
D,42,3489,2,2,2,3.143598299997393,500,43.113764953613284,0.9999998807907104,0.05209263041615486,0
E,42,3489,2,2,2,2.063863199960906,500,37.53889350891113,0.9999999403953552,0.05888756737112999,0
F,42,3489,2,2,2,2.5373167999787256,500,43.10109939575195,0.9999998807907104,0.05170927569270134,0
A,43,3489,2,2,2,2.178749099955894,500,0.029572809545788916,0.9999999403953552,0.07066461443901062,0
B,43,3489,2,2,2,2.7830368000431918,500,40.19508819580078,0.9999997615814209,0.033982276916503906,0
C,43,3489,2,2,2,2.5460772999795154,500,37.11607055664062,0.9999998807907104,0.06097160279750824,0
D,43,3489,2,2,2,3.551638200005982,500,43.113764953613284,0.9999998807907104,0.05209263041615486,0
E,43,3489,2,2,2,2.082620400004089,500,37.53889350891113,0.9999999403953552,0.05888756737112999,0
F,43,3489,2,2,2,2.5741182999918237,500,43.10109939575195,0.9999998807907104,0.05170927569270134,0
A,44,3489,2,2,2,2.0948013000306673,500,0.029572809545788916,0.9999999403953552,0.07066461443901062,0
B,44,3489,2,2,2,2.8710681999800727,500,40.19508819580078,0.9999997615814209,0.033982276916503906,0
C,44,3489,2,2,2,2.5741379999672063,500,37.11607055664062,0.9999998807907104,0.06097160279750824,0
D,44,3489,2,2,2,3.107187999994494,500,43.113764953613284,0.9999998807907104,0.05209263041615486,0
E,44,3489,2,2,2,2.0305049000307918,500,37.53889350891113,0.9999999403953552,0.05888756737112999,0
F,44,3489,2,2,2,2.594689399993513,500,43.10109939575195,0.9999998807907104,0.05170927569270134,0
A,42,1459,2,2,7,0.023647100024390966,5,0.8088294059038162,6.185616970062256,0.6624308228492737,1
B,42,1459,2,2,2,2.740726399992127,500,35.39083671569824,0.9999997615814209,0.029689474031329155,0
C,42,1459,2,2,3,0.07310939999297261,14,11.192880535125733,1.033292531967163,0.04582081735134125,1
D,42,1459,2,2,3,0.09690000000409782,16,12.715106201171874,1.022526741027832,0.04644244909286499,1
E,42,1459,2,2,3,0.06484550004824996,15,12.063600826263428,1.0308685302734375,0.046835754066705704,1
F,42,1459,2,2,3,0.08430430002044886,16,12.72237844467163,1.0226861238479614,0.046684764325618744,1
A,43,1459,2,2,7,0.022406000003684312,5,0.8088294059038162,6.185616970062256,0.6624308228492737,1
B,43,1459,2,2,2,2.748278399987612,500,35.39083671569824,0.9999997615814209,0.029689474031329155,0
C,43,1459,2,2,3,0.07992689998354763,14,11.192880535125733,1.033292531967163,0.04582081735134125,1
D,43,1459,2,2,3,0.09907999995630234,16,12.715106201171874,1.022526741027832,0.04644244909286499,1
E,43,1459,2,2,3,0.06393170001683757,15,12.063600826263428,1.0308685302734375,0.046835754066705704,1
F,43,1459,2,2,3,0.08180400001583621,16,12.72237844467163,1.0226861238479614,0.046684764325618744,1
A,44,1459,2,2,7,0.023168799991253763,5,0.8088294059038162,6.185616970062256,0.6624308228492737,1
B,44,1459,2,2,2,2.7585360999801196,500,35.39083671569824,0.9999997615814209,0.029689474031329155,0
C,44,1459,2,2,3,0.07823139999527484,14,11.192880535125733,1.033292531967163,0.04582081735134125,1
D,44,1459,2,2,3,0.09976209996966645,16,12.715106201171874,1.022526741027832,0.04644244909286499,1
E,44,1459,2,2,3,0.0680110999965109,15,12.063600826263428,1.0308685302734375,0.046835754066705704,1
F,44,1459,2,2,3,0.08110009995289147,16,12.72237844467163,1.0226861238479614,0.046684764325618744,1
A,42,6183,2,2,2,2.173969199997373,500,0.028030775437946433,0.9999998807907104,0.046093959361314774,0
B,42,6183,2,2,2,2.7733387000043876,500,39.56764717102051,0.9999998211860657,0.03235483169555664,0
C,42,6183,2,2,2,2.515976299997419,500,26.494754028320312,0.9999998807907104,0.05002088472247124,0
D,42,6183,2,2,2,3.0971170000266284,500,41.287603759765624,0.9999998807907104,0.05107691511511803,0
E,42,6183,2,2,2,1.9769221000024118,500,26.442203521728516,0.9999998807907104,0.04995746910572052,0
F,42,6183,2,2,2,2.543066899990663,500,41.288414001464844,0.9999998807907104,0.050949979573488235,0
A,43,6183,2,2,2,2.1746084000333212,500,0.028030775437946433,0.9999998807907104,0.046093959361314774,0
B,43,6183,2,2,2,2.8069322999799624,500,39.56764717102051,0.9999998211860657,0.03235483169555664,0
C,43,6183,2,2,2,2.611209599999711,500,26.494754028320312,0.9999998807907104,0.05002088472247124,0
D,43,6183,2,2,2,3.03393460001098,500,41.287603759765624,0.9999998807907104,0.05107691511511803,0
E,43,6183,2,2,2,2.074076300021261,500,26.442203521728516,0.9999998807907104,0.04995746910572052,0
F,43,6183,2,2,2,2.5544827000121586,500,41.288414001464844,0.9999998807907104,0.050949979573488235,0
A,44,6183,2,2,2,2.3168866999913007,500,0.028030775437946433,0.9999998807907104,0.046093959361314774,0
B,44,6183,2,2,2,2.865783300017938,500,39.56764717102051,0.9999998211860657,0.03235483169555664,0
C,44,6183,2,2,2,2.5662937000161037,500,26.494754028320312,0.9999998807907104,0.05002088472247124,0
D,44,6183,2,2,2,3.069790399982594,500,41.287603759765624,0.9999998807907104,0.05107691511511803,0
E,44,6183,2,2,2,1.9434822999755852,500,26.442203521728516,0.9999998807907104,0.04995746910572052,0
F,44,6183,2,2,2,2.5834646999719553,500,41.288414001464844,0.9999998807907104,0.050949979573488235,0
A,42,8889,2,2,2,2.2538697000127286,500,0.030467812091228553,0.9999999403953552,0.07872909307479858,0
B,42,8889,2,2,0,0.2858151000109501,50,39.475094604492185,1.3395782709121704,0.07736781984567642,1
C,42,8889,2,2,0,1.9688243999844417,376,28.270370483398438,1.0528615713119507,0.07054783403873444,1
D,42,8889,2,2,0,0.27714859996922314,44,23.244697952270506,1.1002309322357178,0.07268698513507843,1
E,42,8889,2,2,2,2.000235999992583,500,26.699287796020506,0.9999999403953552,0.062483049929142,0
F,42,8889,2,2,0,0.23025890003191307,44,23.23562126159668,1.100241780281067,0.07243448495864868,1
A,43,8889,2,2,2,2.132067700033076,500,0.030467812091228553,0.9999999403953552,0.07872909307479858,0
B,43,8889,2,2,0,0.28409309999551624,50,39.475094604492185,1.3395782709121704,0.07736781984567642,1
C,43,8889,2,2,0,1.9260405999957584,376,28.270370483398438,1.0528615713119507,0.07054783403873444,1
D,43,8889,2,2,0,0.26558160001877695,44,23.244697952270506,1.1002309322357178,0.07268698513507843,1
E,43,8889,2,2,2,2.0678845000220463,500,26.699287796020506,0.9999999403953552,0.062483049929142,0
F,43,8889,2,2,0,0.2427896999870427,44,23.23562126159668,1.100241780281067,0.07243448495864868,1
A,44,8889,2,2,2,2.2368963999906555,500,0.030467812091228553,0.9999999403953552,0.07872909307479858,0
B,44,8889,2,2,0,0.2810352999949828,50,39.475094604492185,1.3395782709121704,0.07736781984567642,1
C,44,8889,2,2,0,1.9418043000041507,376,28.270370483398438,1.0528615713119507,0.07054783403873444,1
D,44,8889,2,2,0,0.2728006999823265,44,23.244697952270506,1.1002309322357178,0.07268698513507843,1
E,44,8889,2,2,2,2.0890951000037603,500,26.699287796020506,0.9999999403953552,0.062483049929142,0
F,44,8889,2,2,0,0.2357942999806255,44,23.23562126159668,1.100241780281067,0.07243448495864868,1
A,42,9686,2,2,2,2.229175500047859,500,0.04751153164543212,0.9999999403953552,0.07532145082950592,0
B,42,9686,2,2,2,2.797508299991023,500,43.17768249511719,0.9999997615814209,0.04954487457871437,0
C,42,9686,2,2,8,0.1571821999968961,31,19.169496154785158,1.2196580171585083,0.09420963376760483,1
D,42,9686,2,2,8,0.21658090001437813,36,19.695759582519532,1.240664005279541,0.07987888902425766,1
E,42,9686,2,2,8,0.12092160002794117,30,18.912086486816406,1.233998417854309,0.09491324424743652,1
F,42,9686,2,2,8,0.19247800001176074,36,19.719626808166502,1.2489187717437744,0.08121196925640106,1
A,43,9686,2,2,2,2.196820300014224,500,0.04751153164543212,0.9999999403953552,0.07532145082950592,0
B,43,9686,2,2,2,2.748768799996469,500,43.17768249511719,0.9999997615814209,0.04954487457871437,0
C,43,9686,2,2,8,0.1717198999831453,31,19.169496154785158,1.2196580171585083,0.09420963376760483,1
D,43,9686,2,2,8,0.22596480004722252,36,19.695759582519532,1.240664005279541,0.07987888902425766,1
E,43,9686,2,2,8,0.13548960001207888,30,18.912086486816406,1.233998417854309,0.09491324424743652,1
F,43,9686,2,2,8,0.1829701999668032,36,19.719626808166502,1.2489187717437744,0.08121196925640106,1
A,44,9686,2,2,2,2.148316899954807,500,0.04751153164543212,0.9999999403953552,0.07532145082950592,0
B,44,9686,2,2,2,2.774160800036043,500,43.17768249511719,0.9999997615814209,0.04954487457871437,0
C,44,9686,2,2,8,0.15831209998577833,31,19.169496154785158,1.2196580171585083,0.09420963376760483,1
D,44,9686,2,2,8,0.22778960003051907,36,19.695759582519532,1.240664005279541,0.07987888902425766,1
E,44,9686,2,2,8,0.12077609996777028,30,18.912086486816406,1.233998417854309,0.09491324424743652,1
F,44,9686,2,2,8,0.19046529999468476,36,19.719626808166502,1.2489187717437744,0.08121196925640106,1
A,42,632,2,2,2,2.149749900039751,500,0.03130593964015134,0.9999999403953552,0.0495588481426239,0
B,42,632,2,2,2,2.7656522000324912,500,30.398165893554687,0.9999997615814209,0.029789423570036888,0
C,42,632,2,2,2,2.5649221999919973,500,32.85664672851563,0.9999998807907104,0.05994545668363571,0
D,42,632,2,2,2,3.1113889000262134,500,38.11424293518066,0.9999998211860657,0.050998393446207047,0
E,42,632,2,2,2,1.9510102999629453,500,32.80805130004883,0.9999998807907104,0.059928055852651596,0
F,42,632,2,2,2,2.631078800011892,500,38.05500259399414,0.9999998211860657,0.05095609650015831,0
A,43,632,2,2,2,2.2088576999958605,500,0.03130593964015134,0.9999999403953552,0.0495588481426239,0
B,43,632,2,2,2,2.832356000028085,500,30.398165893554687,0.9999997615814209,0.029789423570036888,0
C,43,632,2,2,2,2.5605717999860644,500,32.85664672851563,0.9999998807907104,0.05994545668363571,0
D,43,632,2,2,2,3.0991505999700166,500,38.11424293518066,0.9999998211860657,0.050998393446207047,0
E,43,632,2,2,2,2.048810499953106,500,32.80805130004883,0.9999998807907104,0.059928055852651596,0
F,43,632,2,2,2,2.568996399990283,500,38.05500259399414,0.9999998211860657,0.05095609650015831,0
A,44,632,2,2,2,2.176822600013111,500,0.03130593964015134,0.9999999403953552,0.0495588481426239,0
B,44,632,2,2,2,2.781478699995205,500,30.398165893554687,0.9999997615814209,0.029789423570036888,0
C,44,632,2,2,2,2.59056340000825,500,32.85664672851563,0.9999998807907104,0.05994545668363571,0
D,44,632,2,2,2,3.070629200024996,500,38.11424293518066,0.9999998211860657,0.050998393446207047,0
E,44,632,2,2,2,2.0031174999894574,500,32.80805130004883,0.9999998807907104,0.059928055852651596,0
F,44,632,2,2,2,2.6055788000230677,500,38.05500259399414,0.9999998211860657,0.05095609650015831,0
A,42,9655,3,3,3,2.1417372000287287,500,0.05601863795891404,0.9999998807907104,0.04614643007516861,0
B,42,9655,3,3,8,0.11752179998438805,20,10.89576597213745,1.4144890308380127,0.0723380371928215,1
C,42,9655,3,3,5,1.9627177999936976,380,20.376279640197755,1.0228952169418335,0.049017999321222305,1
D,42,9655,3,3,5,0.2470467999810353,39,14.679781532287599,1.0590991973876953,0.0600287988781929,1
E,42,9655,3,3,3,1.9736939999856986,500,18.764416885375976,0.9999998807907104,0.04440173879265785,0
F,42,9655,3,3,5,0.2047022000188008,39,14.69761962890625,1.06256103515625,0.06008565425872803,1
A,43,9655,3,3,3,2.172838300000876,500,0.05601863795891404,0.9999998807907104,0.04614643007516861,0
